data_split,bin_type,bin_id,lower_bound,upper_bound,count,mean_pred_probability,actual_rate,calibration_gap,target,feature_set
validation,fixed_width,8,0.8003404453553687,0.8738775542044706,44,0.8233562511713953,0.8636363636363636,0.04028011246496832,place,market_free
test,fixed_width,0,0.003175664025776881,0.09999525382273936,15850,0.056427741531325404,0.056277602523659306,-0.00015013900766609745,place,market_free
test,fixed_width,1,0.10000093971521504,0.1999917020766066,12761,0.14602550373627735,0.16425045059164642,0.018224946855369073,place,market_free
test,fixed_width,2,0.2000317494240076,0.2999830464924994,7887,0.24575295974396805,0.26321795359452266,0.01746499385055461,place,market_free
test,fixed_width,3,0.3000360342130936,0.39999577689060684,5024,0.3454278281550835,0.3801751592356688,0.03474733108058531,place,market_free
test,fixed_width,4,0.40000506900068433,0.4999343652535021,3106,0.4456653958242664,0.47907276239536384,0.03340736657109744,place,market_free
test,fixed_width,5,0.5000022497763155,0.5999571700927981,1751,0.5459213469798755,0.5870930896630497,0.04117174268317425,place,market_free
test,fixed_width,6,0.6000173524402939,0.6997585364824693,831,0.6423171223386951,0.6690734055354994,0.026756283196804342,place,market_free
test,fixed_width,7,0.700169539586401,0.7962944112864625,258,0.7382294719689247,0.7906976744186046,0.05246820244967987,place,market_free
test,fixed_width,8,0.8014175170002786,0.8949095577068502,29,0.8301690331430068,0.896551724137931,0.06638269099492422,place,market_free
latest_holdout,fixed_width,0,0.0022407325328682877,0.09999273797107826,7772,0.054866601049373714,0.050051466803911475,-0.0048151342454622395,place,market_free
latest_holdout,fixed_width,1,0.10000185344387989,0.19996619722213307,5539,0.14564495479237857,0.15724860083047482,0.011603646038096244,place,market_free
latest_holdout,fixed_width,2,0.20002294151361472,0.29992076237683524,3189,0.2469869495365058,0.2910003135779241,0.04401336404141831,place,market_free
latest_holdout,fixed_width,3,0.30007557570713717,0.3998904251757826,2056,0.3471233904716545,0.384727626459144,0.037604235987489465,place,market_free
latest_holdout,fixed_width,4,0.40014863159549763,0.49993940032011436,1330,0.4461115671570058,0.49097744360902257,0.044865876452016784,place,market_free
latest_holdout,fixed_width,5,0.5000066479725542,0.5998917533680636,799,0.5442043246090246,0.574468085106383,0.03026376049735846,place,market_free
latest_holdout,fixed_width,6,0.6000327037242653,0.6999743760560271,435,0.6433753641304262,0.6528735632183909,0.009498199087964676,place,market_free
latest_holdout,fixed_width,7,0.700257074804266,0.7999048492384946,147,0.7379850049295026,0.7959183673469388,0.057933362417436185,place,market_free
latest_holdout,fixed_width,8,0.8016581133140993,0.8378957793271297,9,0.8187276046004199,0.8888888888888888,0.0701612842884689,place,market_free
validation,quantile,0,0.0034374114031672162,0.042839553426983396,4676,0.027952907007605655,0.020744225834046195,-0.00720868117355946,place,market_free
validation,quantile,1,0.04284701341156233,0.06923116766740167,4675,0.055666610261922975,0.04855614973262032,-0.007110460529302656,place,market_free
validation,quantile,2,0.06923715952194322,0.09712786231831183,4675,0.08284418803392332,0.08598930481283422,0.0031451167789108975,place,market_free
validation,quantile,3,0.09713085177483183,0.12872758231983228,4675,0.11241986402232924,0.10909090909090909,-0.0033289549314201583,place,market_free
validation,quantile,4,0.12873522703037057,0.16545897942497567,4675,0.1465265877498394,0.15315508021390375,0.006628492464064356,place,market_free
validation,quantile,5,0.16546306939299762,0.21037158711068543,4676,0.18707273895215593,0.20209580838323354,0.015023069431077618,place,market_free
validation,quantile,6,0.2103752362716127,0.2652422468335891,4675,0.23661675037110302,0.25625668449197864,0.019639934120875613,place,market_free
validation,quantile,7,0.2652465290850847,0.3378760068433446,4675,0.2990172827091456,0.32,0.02098271729085438,place,market_free
validation,quantile,8,0.33787672103884425,0.44741211029745237,4675,0.38812036707281694,0.4160427807486631,0.027922413675846136,place,market_free
validation,quantile,9,0.44744098416985273,0.8738775542044706,4675,0.5547238946968489,0.585668449197861,0.030944554501012078,place,market_free
test,quantile,0,0.003175664025776881,0.040438785295473435,4750,0.026752445551282658,0.02273684210526316,-0.004015603446019499,place,market_free
test,quantile,1,0.04044575143760921,0.0642521306641329,4750,0.05240363913711266,0.05136842105263158,-0.0010352180844810863,place,market_free
test,quantile,2,0.06425243139194489,0.09012834602754281,4750,0.07710519444104545,0.08252631578947368,0.005421121348428232,place,market_free
test,quantile,3,0.09014066027927818,0.12025922375795989,4749,0.1049515889973609,0.11139187197304695,0.006440282975686051,place,market_free
test,quantile,4,0.12026765079561356,0.1567406296682907,4750,0.13753277607612452,0.15747368421052632,0.019940908134401802,place,market_free
test,quantile,5,0.15674796737643595,0.19873811650132736,4750,0.17716704863731503,0.20021052631578948,0.02304347767847445,place,market_free
test,quantile,6,0.19874749802789327,0.2523327403672609,4749,0.22460349085200784,0.24468309117708992,0.020079600325082075,place,market_free
test,quantile,7,0.25233491775227757,0.3242265558321656,4750,0.286634755947261,0.30757894736842106,0.020944191421160052,place,market_free
test,quantile,8,0.32425129828349125,0.4332945008484334,4750,0.37422179845050024,0.4048421052631579,0.03062030681265765,place,market_free
test,quantile,9,0.43332693621315915,0.8949095577068502,4749,0.5430094420170094,0.5807538429142978,0.037744400897288366,place,market_free
latest_holdout,quantile,0,0.0022407325328682877,0.03663476586856876,2128,0.0242325293606442,0.015037593984962405,-0.009194935375681796,place,market_free
latest_holdout,quantile,1,0.03664463900429563,0.05797988583126917,2128,0.04731228166535584,0.041353383458646614,-0.005958898206709223,place,market_free
latest_holdout,quantile,2,0.05798514955320009,0.08179531344176802,2127,0.06969725675473627,0.06535025858015985,-0.0043469981745764275,place,market_free
latest_holdout,quantile,3,0.08180234869982966,0.1098859059476534,2128,0.0955784777952106,0.10056390977443609,0.004985431979225491,place,market_free
latest_holdout,quantile,4,0.10988713843119906,0.1447182241834695,2127,0.12670034413383927,0.1377527033380348,0.011052359204195533,place,market_free
latest_holdout,quantile,5,0.14473387805874352,0.18815509552532445,2128,0.1663728527208349,0.17340225563909775,0.007029402918262845,place,market_free
latest_holdout,quantile,6,0.18815519698520533,0.2451847592430052,2128,0.21449932915626882,0.2542293233082707,0.039729994152001874,place,market_free
latest_holdout,quantile,7,0.2452080382212696,0.32243938244398473,2127,0.2815844971475392,0.3234602726845322,0.04187577553699301,place,market_free
latest_holdout,quantile,8,0.32245676215502167,0.4402217887827759,2128,0.3760131140325698,0.4205827067669173,0.04456959273434746,place,market_free
latest_holdout,quantile,9,0.44032041636768326,0.8378957793271297,2127,0.5526035624101658,0.5834508697696286,0.030847307359462728,place,market_free
validation,fixed_width,0,0.0016683433146136239,0.09999340260630885,15305,0.05426433692496302,0.05396929108134597,-0.00029504584361705194,place,market_history
validation,fixed_width,1,0.10000144825713393,0.19999053850109577,12203,0.14627348927750497,0.15701057117102352,0.010737081893518546,place,market_history
validation,fixed_width,2,0.2000154433798576,0.29999818977618775,7916,0.2469684784652962,0.2702122283981809,0.023243749932884666,place,market_history
validation,fixed_width,3,0.3000144354718387,0.39998632960040453,4979,0.3463383211677164,0.3801968266720225,0.03385850550430608,place,market_history
validation,fixed_width,4,0.400014233661115,0.49998780072235394,3194,0.4471331742984531,0.4627426424546024,0.015609468156149275,place,market_history
validation,fixed_width,5,0.500024483657322,0.5999881454164839,1863,0.5449770568924047,0.5925925925925926,0.04761553570018784,place,market_history
validation,fixed_width,6,0.6000144863324233,0.6999917586564945,885,0.6431861579035905,0.6610169491525424,0.017830791248951927,place,market_history
validation,fixed_width,7,0.7000931340626265,0.7996364822368969,347,0.7395742035385932,0.8069164265129684,0.0673422229743752,place,market_history
validation,fixed_width,8,0.8020963770197347,0.8878805585920195,60,0.835785344910669,0.8833333333333333,0.04754798842266428,place,market_history
test,fixed_width,0,0.0016839697573442177,0.09999614480354609,16862,0.053384776641875825,0.05770371248962163,0.004318935847745807,place,market_history
test,fixed_width,1,0.10000098915737726,0.19999566091874357,12415,0.14610346060893684,0.1747885622231172,0.028685101614180364,place,market_history
test,fixed_width,2,0.20001798221947903,0.2999821997742161,7639,0.2461918863249634,0.2730723916743029,0.02688050534933953,place,market_history
test,fixed_width,3,0.30000192055355396,0.3999292262740186,4799,0.3459301047056295,0.3821629506147114,0.03623284590908188,place,market_history
test,fixed_width,4,0.40008513226898645,0.49985262906182437,2920,0.444983353415767,0.4780821917808219,0.033098838365054895,place,market_history
test,fixed_width,5,0.500030278034805,0.5999070828053716,1695,0.5446271209846274,0.5852507374631268,0.040623616478499436,place,market_history
test,fixed_width,6,0.6000064562893856,0.6999529366444869,838,0.6410627311917392,0.6754176610978521,0.034354929906112885,place,market_history
test,fixed_width,7,0.7000759493279762,0.7994562431957112,278,0.7396539018206797,0.7769784172661871,0.03732451544550741,place,market_history
test,fixed_width,8,0.8017496040432567,0.8947755756916455,51,0.8333727065368208,0.8431372549019608,0.009764548365139958,place,market_history
latest_holdout,fixed_width,0,0.001191368218171717,0.09999872262700282,8447,0.05194476240752412,0.05457558896649698,0.002630826558972864,place,market_history
latest_holdout,fixed_width,1,0.10000211918191422,0.19999293580998778,5169,0.14465478267913043,0.16792416328109885,0.023269380601968426,place,market_history
latest_holdout,fixed_width,2,0.20004312733226526,0.29996716584656685,3082,0.2451985917199134,0.29072031148604804,0.045521719766134644,place,market_history
latest_holdout,fixed_width,3,0.30002765041312385,0.39997453498073143,2003,0.3454674454872206,0.4023964053919121,0.056928959904691545,place,market_history
latest_holdout,fixed_width,4,0.4002036195796743,0.4996941223323235,1213,0.44539230165678184,0.4987633965375103,0.05337109488072844,place,market_history
latest_holdout,fixed_width,5,0.5001065878778715,0.5999247764583399,751,0.5430332198810603,0.5765645805592543,0.033531360678193955,place,market_history
latest_holdout,fixed_width,6,0.600091763205761,0.6996981438635468,428,0.6415260499950473,0.6612149532710281,0.01968890327598083,place,market_history
latest_holdout,fixed_width,7,0.7006909911533157,0.7991044892622282,155,0.7379852872517221,0.7935483870967742,0.055563099845052144,place,market_history
latest_holdout,fixed_width,8,0.8005260635780238,0.8707609037671413,28,0.831733693895787,0.8928571428571429,0.06112344896135591,place,market_history
validation,quantile,0,0.0016683433146136239,0.03755543052584473,4676,0.023895071835510054,0.020958083832335328,-0.002936988003174726,place,market_history
validation,quantile,1,0.03755611832628896,0.06305453099031691,4675,0.05016370254074008,0.04641711229946524,-0.0037465902412748414,place,market_history
validation,quantile,2,0.06307179091802019,0.09168355152584232,4675,0.07737769244626919,0.08149732620320856,0.00411963375693937,place,market_history
validation,quantile,3,0.0916838403062499,0.12365452734105065,4675,0.10735352586789479,0.11037433155080213,0.003020805682907343,place,market_history
validation,quantile,4,0.1236677884538385,0.16073091545972018,4675,0.1416566415442614,0.14524064171122994,0.003584000166968526,place,market_history
validation,quantile,5,0.16073245113110834,0.20625093650497467,4676,0.1826075104967288,0.2072284003421728,0.024620889845444,place,market_history
validation,quantile,6,0.20626812305638245,0.2614035503746315,4675,0.23278054295783904,0.25689839572192513,0.024117852764086095,place,market_history
validation,quantile,7,0.2614137276374258,0.3340472883154855,4675,0.29568788859895356,0.32171122994652407,0.026023341347570506,place,market_history
validation,quantile,8,0.3340638291543085,0.4476435213564901,4675,0.38667896443507715,0.414331550802139,0.02765258636706186,place,market_history
validation,quantile,9,0.4476683632830606,0.8878805585920195,4675,0.5582990528810003,0.5929411764705882,0.03464212358958785,place,market_history
test,quantile,0,0.0016839697573442177,0.034831211847951335,4750,0.022254802480553962,0.020421052631578947,-0.0018337498489750144,place,market_history
test,quantile,1,0.03483376603839381,0.05793184254987191,4750,0.046172398250110214,0.05284210526315789,0.006669707013047678,place,market_history
test,quantile,2,0.05793188459481111,0.0838174506706244,4750,0.07059789247124425,0.0751578947368421,0.004560002265597857,place,market_history
test,quantile,3,0.08382118662726531,0.11399063930875851,4749,0.09860628863988474,0.11244472520530638,0.013838436565421636,place,market_history
test,quantile,4,0.11399528006293229,0.15008238477975577,4750,0.13140995404994915,0.15873684210526315,0.027326888055313997,place,market_history
test,quantile,5,0.15008854539561556,0.1919337794067987,4750,0.17026461840541407,0.20021052631578948,0.029945907910375408,place,market_history
test,quantile,6,0.19195703165401878,0.2464621633872297,4749,0.21809764402230758,0.2539481996209728,0.035850555598665235,place,market_history
test,quantile,7,0.24648538883400653,0.31891602412765685,4750,0.28048101839051964,0.3065263157894737,0.02604529739895406,place,market_history
test,quantile,8,0.31893780064296967,0.4289474264145149,4750,0.3690051394743146,0.4025263157894737,0.03352117631515905,place,market_history
test,quantile,9,0.4289800972668518,0.8947755756916455,4749,0.5433244988192052,0.5807538429142978,0.037429344095092576,place,market_history
latest_holdout,quantile,0,0.001191368218171717,0.03039496993079814,2128,0.019567644179598397,0.01268796992481203,-0.006879674254786368,place,market_history
latest_holdout,quantile,1,0.03040801184645055,0.051222405690473684,2128,0.04073578988572528,0.040413533834586464,-0.00032225605113881534,place,market_history
latest_holdout,quantile,2,0.051230470544618385,0.07375528611919444,2127,0.062187451778153234,0.07052186177715092,0.008334409998997684,place,market_history
latest_holdout,quantile,3,0.07376247881991227,0.10093663851287177,2128,0.08675259719654412,0.09586466165413533,0.009112064457591218,place,market_history
latest_holdout,quantile,4,0.10098146831452053,0.13496293771700804,2127,0.11692287560387446,0.1307005171603197,0.01377764155644523,place,market_history
latest_holdout,quantile,5,0.1349808370190835,0.17828536051667032,2128,0.1560599970242573,0.18327067669172933,0.027210679667472037,place,market_history
latest_holdout,quantile,6,0.17828652142102414,0.23456211207524136,2128,0.205834818021811,0.24295112781954886,0.03711630979773786,place,market_history
latest_holdout,quantile,7,0.23459963057163302,0.31381215072601265,2127,0.27136257709100753,0.32769158439116125,0.05632900730015372,place,market_history
latest_holdout,quantile,8,0.3138234354269312,0.431265384685081,2128,0.36611964666329827,0.42387218045112784,0.057752533787829574,place,market_history
latest_holdout,quantile,9,0.4317478438475514,0.8707609037671413,2127,0.5520421618480756,0.5872120357310766,0.03516987388300097,place,market_history
validation,fixed_width,0,0.0023160662187375718,0.09999740844844467,15946,0.05201793451516364,0.05179982440737489,-0.00021811010778875067,place,market_aware
validation,fixed_width,1,0.10002035341299996,0.19999868059344247,11500,0.14605589605988342,0.1528695652173913,0.00681366915750789,place,market_aware
validation,fixed_width,2,0.20001570530612203,0.2999938185319196,7562,0.24657809517798981,0.271356783919598,0.024778688741608185,place,market_aware
validation,fixed_width,3,0.3000307969589057,0.3999865945979613,5020,0.34647235802524745,0.3691235059760956,0.02265114795084816,place,market_aware
validation,fixed_width,4,0.40000352302161185,0.4999981429017453,3128,0.4450830741636684,0.4827365728900256,0.037653498726357204,place,market_aware
validation,fixed_width,5,0.5000447810271222,0.599998627870083,1887,0.5467074067279222,0.5627980922098569,0.016090685481934708,place,market_aware
validation,fixed_width,6,0.6000159519069024,0.6998712444060605,1089,0.6453456844346277,0.6629935720844812,0.017647887649853478,place,market_aware
validation,fixed_width,7,0.7000730329786572,0.7998807727013127,494,0.742672897208289,0.7813765182186235,0.03870362101033453,place,market_aware
validation,fixed_width,8,0.8000103172330696,0.8933798953272524,123,0.8373677777603676,0.8292682926829268,-0.008099485077440849,place,market_aware
validation,fixed_width,9,0.9022753200579893,0.9070053091674624,3,0.9047637448859138,1.0,0.09523625511408618,place,market_aware
test,fixed_width,0,0.002587635432909189,0.0999957346729988,17079,0.05186641698058802,0.05439428537970607,0.0025278683991180537,place,market_aware
test,fixed_width,1,0.10000177533762,0.1999613676334413,11780,0.1458407744511001,0.16748726655348048,0.02164649210238037,place,market_aware
test,fixed_width,2,0.20000513387388746,0.2999701714613584,7665,0.2463893047063825,0.2708414872798434,0.024452182573460907,place,market_aware
test,fixed_width,3,0.3000055218436865,0.3999872248362079,4816,0.34575212057271243,0.3770764119601329,0.03132429138742049,place,market_aware
test,fixed_width,4,0.40003206654253554,0.49997873990909486,2957,0.44700175510589607,0.4832600608725059,0.03625830576660982,place,market_aware
test,fixed_width,5,0.5000249789574488,0.5999800730759582,1751,0.5455920504805586,0.5733866362078812,0.02779458572732263,place,market_aware
test,fixed_width,6,0.6001106156631255,0.6997251726458671,967,0.6434265170278096,0.6814891416752844,0.038062624647474785,place,market_aware
test,fixed_width,7,0.7002284284826399,0.7994130119206398,381,0.7413656128820033,0.7847769028871391,0.04341129000513577,place,market_aware
test,fixed_width,8,0.8010489608920253,0.8967378878440516,93,0.8385131956370832,0.8924731182795699,0.053959922642486724,place,market_aware
test,fixed_width,9,0.9018643816321809,0.9349070915407282,8,0.9149186085043244,1.0,0.08508139149567562,place,market_aware
latest_holdout,fixed_width,0,0.0019078816991373174,0.09998798013815934,8485,0.04982213135805551,0.05032410135533294,0.0005019699972774322,place,market_aware
latest_holdout,fixed_width,1,0.1000082449370801,0.19997857221730445,4858,0.1448647754338041,0.15664882667764513,0.01178405124384102,place,market_aware
latest_holdout,fixed_width,2,0.20002264450732052,0.2999334345079433,3101,0.24623325749472283,0.29377620122541115,0.04754294373068832,place,market_aware
latest_holdout,fixed_width,3,0.30013042543365376,0.3998404163449775,2036,0.3463853734711859,0.3796660117878193,0.03328063831663336,place,market_aware
latest_holdout,fixed_width,4,0.4000473391240828,0.49969186693768025,1249,0.44809404927336277,0.4835868694955965,0.03549282022223371,place,market_aware
latest_holdout,fixed_width,5,0.50005728899041,0.599755961302696,781,0.5471723097004841,0.6030729833546735,0.05590067365418938,place,market_aware
latest_holdout,fixed_width,6,0.6002472094575185,0.6999853524428509,487,0.644198457466765,0.6632443531827515,0.019045895715986583,place,market_aware
latest_holdout,fixed_width,7,0.7004924553748476,0.7992434455761427,225,0.7427880005692368,0.7955555555555556,0.0527675549863188,place,market_aware
latest_holdout,fixed_width,8,0.8006899641982856,0.8946575827220447,53,0.835861150120377,0.9433962264150944,0.10753507629471737,place,market_aware
latest_holdout,fixed_width,9,0.9043973698220702,0.9043973698220702,1,0.9043973698220702,1.0,0.0956026301779298,place,market_aware
validation,quantile,0,0.0023160662187375718,0.03276679446654248,4676,0.020157899088756325,0.016467065868263474,-0.0036908332204928507,place,market_aware
validation,quantile,1,0.032772314823578806,0.05892414975713662,4675,0.04554580283547147,0.043422459893048125,-0.002123342942423348,place,market_aware
validation,quantile,2,0.05893131836675207,0.08782438173985338,4675,0.07321064839073282,0.07508021390374331,0.001869565513010485,place,market_aware
validation,quantile,3,0.0878251539350427,0.11984150445618502,4675,0.10318103825169181,0.10524064171122995,0.002059603459538137,place,market_aware
validation,quantile,4,0.11984314563859444,0.15918474921853187,4675,0.13858930381691978,0.14566844919786096,0.007079145380941176,place,market_aware
validation,quantile,5,0.15919618332964652,0.20612788684300368,4676,0.18229320910000235,0.1941830624465355,0.011889853346533141,place,market_aware
validation,quantile,6,0.20613982132630132,0.26576884138671286,4675,0.23487326103957643,0.25518716577540107,0.020313904735824645,place,market_aware
validation,quantile,7,0.2657781961912506,0.3424781598079189,4675,0.3019889007437898,0.3341176470588235,0.03212874631503371,place,market_aware
validation,quantile,8,0.34250448677346884,0.4579211550741987,4675,0.3952561283150976,0.41946524064171126,0.024209112326613658,place,market_aware
validation,quantile,9,0.45793463472536367,0.9070053091674624,4675,0.5823502795047855,0.6087700534759358,0.026419773971150362,place,market_aware
test,quantile,0,0.002587635432909189,0.03170798581067726,4750,0.019628991503858845,0.016842105263157894,-0.002786886240700951,place,market_aware
test,quantile,1,0.0317111190309452,0.05582328295953511,4750,0.04363943086744464,0.046526315789473686,0.0028868849220290496,place,market_aware
test,quantile,2,0.055831631645628335,0.08268501109674035,4750,0.06889485056361842,0.07157894736842105,0.0026840968048026242,place,market_aware
test,quantile,3,0.08268990777588218,0.11278102160462242,4749,0.09733581391388904,0.1065487471046536,0.009212933190764563,place,market_aware
test,quantile,4,0.11278658196159255,0.15089473387245028,4750,0.13110281045639807,0.15157894736842106,0.02047613691202299,place,market_aware
test,quantile,5,0.15089783876677998,0.1960396326927252,4750,0.1725871056123883,0.20189473684210527,0.02930763122971697,place,market_aware
test,quantile,6,0.1960508283377743,0.25192122137546596,4749,0.22271596250935283,0.24552537376289746,0.02280941125354463,place,market_aware
test,quantile,7,0.2519427208333455,0.3257503229070625,4750,0.28690628512533756,0.31136842105263157,0.024462135927294015,place,market_aware
test,quantile,8,0.3257585484092458,0.4426406263399538,4750,0.37836890825894026,0.4113684210526316,0.032999512793691343,place,market_aware
test,quantile,9,0.44267653323727835,0.9349070915407282,4749,0.563135834090741,0.600336913034323,0.037201078943582044,place,market_aware
latest_holdout,quantile,0,0.0019078816991373174,0.02664099799802364,2128,0.016395211898070083,0.015037593984962405,-0.0013576179131076782,place,market_aware
latest_holdout,quantile,1,0.026644445187273616,0.04845401798647658,2128,0.03749558700366146,0.03665413533834586,-0.0008414516653155943,place,market_aware
latest_holdout,quantile,2,0.0484710614256451,0.07216036942071201,2127,0.0600049212968707,0.06676069581570286,0.006755774518832164,place,market_aware
latest_holdout,quantile,3,0.07216257744538285,0.10024859830660748,2128,0.08601252462331822,0.08505639097744361,-0.0009561336458746156,place,market_aware
latest_holdout,quantile,4,0.10025349004841834,0.13747315219208073,2127,0.11755469863816968,0.12740949694405265,0.00985479830588297,place,market_aware
latest_holdout,quantile,5,0.1374867076913921,0.18420381566643543,2128,0.15983739588382576,0.17293233082706766,0.013094934943241904,place,market_aware
latest_holdout,quantile,6,0.1842209898032379,0.24449797598616343,2128,0.21376422596228167,0.25375939849624063,0.039995172533958956,place,market_aware
latest_holdout,quantile,7,0.24454156160493826,0.3246566043472868,2127,0.28193373914922193,0.32957216737188527,0.04763842822266334,place,market_aware
latest_holdout,quantile,8,0.3247604415995508,0.44987675516038866,2128,0.38037198426650115,0.41118421052631576,0.030812226259814612,place,market_aware
latest_holdout,quantile,9,0.44987732992870477,0.9043973698220702,2127,0.5777430009999678,0.6168312176774801,0.03908821667751228,place,market_aware
